avg_kl,token_id,gloss_with_replacement,part_of_speech
0.281121031052498,5124855,think,v
0.0,5174014,pope,n
0.0,5190400,herb,n
0.0,5165825,giraffe,n
0.0,5157639,apron,n
0.0,5141258,thought,v
0.0,5124876,need,v
0.0,5141269,so,adv
0.0,5182239,sing,v
0.7066982139383009,5157668,on,adv
0.0,5108521,toddler,n
0.0,5165872,book,n
0.693147180559945,5124923,sing,v
0.31991408333535976,5133116,see,v
0.0,5124933,think,v
0.0,5100357,little,adj
0.0,5149510,grater,n
0.0,5141328,think,v
0.4455946160742501,5092178,back,adv
0.0,5100376,bit,n
0.3150669002545212,5108571,know,v
0.0,5124956,song,n
0.0,5157735,cook,n
0.0,5141362,just,adj
0.8356387755004542,5108601,think,v
0.6238324625039512,5133180,there,adv
0.89231255637598,5174144,says,v
0.0,5116802,song,n
0.0,5190531,begins,v
0.0,5092228,need,v
0.0,5165965,think,v
0.0,5108623,need,v
0.0,5100439,little,adj
0.0,5108632,soap,n
0.89231255637598,5174168,says,v
0.693147180559945,5141403,powder,n
0.0,5100451,bit,n
0.0,5092263,towel,n
0.31914384125900097,5165992,book,n
0.2574546670651227,5149609,think,v
0.0,5182376,want,v
0.0,5157804,cook,v
0.5847300407123246,5174204,poke,v
0.0,5108673,soap,n
0.0,5198788,different,adj
0.0,5149638,cat,n
0.0,5182415,put,v
0.0,5190608,cat,n
2.0794415416798357,5100497,there,adv
0.0,5198802,town,n
0.0,5149654,family,n
0.0,5133271,think,v
0.0,5108700,there,adv
0.3992270454499549,5190621,circle,n
0.0,5141473,powder,n
0.0,5092322,diaper,n
0.0,5198820,called,v
0.0,5190652,carrot,n
0.5847300407123246,5174269,poke,v
0.0,5141509,use,v
0.22480449099241473,5116934,get,v
0.0,5149703,use,v
0.2301604471797082,5108748,get,v
0.31914384125900097,5166098,book,n
0.0,5157909,cook,v
0.0,5116957,rid,v
0.0,5149725,grater,n
0.0,5133343,think,v
0.0,5108770,soap,n
0.0,5182499,player,n
0.0,5190690,now,adv
0.0,5190702,want,v
0.0,5125176,reason,n
0.0,5133371,clothing,n
0.5545177444479568,5174342,poke,v
0.0,5116999,dirty,adj
0.0,5100619,scrub,v
0.0,5133387,store,n
0.37808028030542473,5092430,good,adj
0.0,5190734,find,v
0.0,5198929,city,n
0.47706483018556434,5117010,water,n
0.8416787192513622,5125204,know,v
0.0,5157977,think,v
0.0,5149787,salty,adj
0.5982810740906812,5100642,chest,n
0.23282227412817716,5141602,make,v
0.0,5149800,cheese,n
0.7066982139383009,5190765,grapes,n
1.1208226159012364,5108848,want,v
0.0,5125237,words,n
0.0,5149815,grate,n
0.0,5158010,make,v
0.7111432767019298,5092490,mean,v
0.0,5166223,name,n
0.4951051289713897,5149844,carrots,n
0.31506690025452055,5125274,new,adj
0.0,5199005,town,n
0.0,5133472,there,adv
0.6616404905344938,5100708,know,v
0.0,5174437,think,v
0.31914384125900097,5166250,book,n
0.4951051289713895,5092523,just,adv
0.22480449099241473,5117105,get,v
0.0,5166261,do,v
0.0,5133493,sign,n
0.0,5174459,meant,v
0.0,5117118,rid,v
0.0,5125310,song,n
0.2446401813740982,5158079,make,v
0.0,5190853,thought,v
0.0,5158089,pasta,n
0.0,5166283,think,v
0.0,5149907,salty,adj
0.0,5190875,saw,v
0.5847300407123246,5174494,poke,v
0.0,5100767,scrub,v
0.0,5149923,cheese,n
0.0,5108965,can,n
0.0,5141736,do,v
0.7426576934570837,5092586,do,v
0.7066982139383009,5190892,grapes,n
0.0,5117172,dirty,adj
0.0,5174516,little,adj
0.0,5100792,ears,n
0.4951051289713897,5149945,carrots,n
0.0,5182716,well,n
0.5149178760081861,5125380,know,v
0.0,5141766,think,v
0.47706483018556434,5117191,water,n
0.5847300407123261,5190918,day,n
0.693147180559945,5199110,vacation,n
0.16309345424939878,5158158,make,v
0.9241962407465938,5100824,told,v
0.0,5125403,words,n
0.0,5158174,pasta,n
0.0,5182763,first,adv
1.4270677246822405,5125422,better,adv
0.34027225227488245,5141806,put,v
0.22480449099241473,5117240,get,v
0.823759538518401,5150011,carrots,n
0.0,5125440,record,v
0.0,5117256,rid,v
0.4862694066697466,5133648,see,v
0.0,5109072,faucet,n
0.5847300407123246,5174610,poke,v
0.46351379680720983,5109081,just,adv
0.0,5125469,do,v
0.0,5199207,bird,n
0.31914384125900097,5109098,turn,n
0.0,5117291,dirty,adj
0.0,5174635,girl,n
0.6238324625039512,5100909,scrub,v
0.4951051289713897,5150064,carrots,n
0.0,5141882,sugar,n
0.47706483018556434,5117307,water,n
0.0,5092735,pour,v
0.0,5158271,kind,n
0.07991579258220537,5150085,make,v
0.0,5100936,ears,n
0.5847300407123246,5174673,poke,v
0.47706483018556434,5109138,water,n
0.0,5199253,did,v
0.40433585532663463,5150102,little,adj
0.0,5150113,pieces,n
0.0,5158306,pasta,n
0.0,5182884,first,adv
0.0,5092775,out,adv
0.0,5174695,girl,n
0.0,5150129,out,adv
0.0,5109170,rinse,n
0.0,5199283,see,v
0.6795961471815891,5092788,out,adv
0.0,5141942,sugar,n
0.0,5158332,orzo,n
0.0,5199297,bird,n
0.0,5191109,see,v
0.6795961471815891,5092807,out,adv
0.0,5182921,up,adv
0.0,5125581,do,v
0.0,5101010,cheeks,n
0.0,5158364,orzo,n
0.0,5166561,saw,n
0.0,5182947,now,adv
0.0,5117414,dirty,adj
0.0,5191144,purple,n
0.0,5150185,grater,n
0.0,5092843,tub,n
0.47706483018556434,5117425,water,n
0.7066982139383009,5191156,grapes,n
0.0,5199356,like,v
0.8613251658232517,5174790,told,v
0.2337883030777497,5101076,think,v
0.0,5109271,clean,adj
0.24953298500158033,5092895,make,v
0.0,5109286,amount,n
0.49510512897138953,5101100,want,v
0.0,5150258,grater,n
0.0,5158460,so,adv
0.0,5125697,dry,adj
0.7111432767019299,5150278,sound,n
0.47706483018556434,5109320,water,n
0.0,5117516,dirty,adj
0.0,5158476,lucky,adj
0.0,5199438,seeds,n
0.0,5092952,floor,n
0.47706483018556434,5117532,water,n
0.0,5174879,thunder,n
0.0,5133928,clothing,n
0.4635137968072098,5101167,wanted,v
0.0,5158513,think,v
0.0,5133942,store,n
0.2811210310524982,5166721,think,v
0.0,5125774,away,adv
0.0,5174926,loves,v
0.8008123910867071,5101206,have,v
0.0,5174946,thunder,n
0.0,5133992,think,v
1.0576399515728794,5158571,pour,v
0.0,5117613,dirty,adj
0.0,5101232,scrub,n
0.0,5199538,still,adv
0.47706483018556434,5117623,water,n
0.0,5109433,do,v
0.0,5158585,orzo,n
0.2574546670651227,5134025,think,v
0.16382928290590432,5150411,make,v
0.4349960536165855,5093071,work,n
0.0,5199568,seeds,n
0.0,5183186,do,v
0.0,5101269,nose,n
0.0,5199576,there,adv
0.0,5175002,thunder,n
0.3992270454499549,5150436,sound,n
0.26384312034217344,5142251,goes,v
0.27421207143030857,5109487,well,adv
0.0,5183217,book,n
0.0,5117693,dirty,adj
1.0397207708399179,5183230,together,adv
0.0,5199616,think,v
0.0,5175045,thunder,n
1.0711909849512313,5158661,pour,v
0.5583799032764762,5109515,think,v
0.47706483018556434,5117708,water,n
2.0794415416798357,5199627,there,adv
1.2198436416955176,5166862,like,v
0.5545177444479568,5101331,always,adv
0.0,5191443,iron,n
0.0,5125908,away,adv
0.0,5158683,orzo,n
0.0,5101342,get,v
0.10648633783851201,5166878,get,v
0.0,5199647,seeds,n
0.0,5150499,little,adj
0.0,5134121,think,v
0.9313036309922975,5101354,food,n
0.0,5150513,knife,n
0.7066982139383009,5166898,out,adv
0.5545177444479568,5101367,up,adv
0.0,5191479,iron,n
0.0,5109561,though,adv
0.4455946160742501,5175099,means,v
0.0,5134150,store,n
0.0,5117771,very,adv
0.18670853487001263,5093196,clean,adj
0.0,5142350,think,v
0.0,5117781,dirty,v
0.0,5166938,diaper,n
0.0,5191516,begins,v
0.0,5093213,up,adv
0.5545177444479568,5117789,actually,adv
0.12082129172745677,5109604,get,v
0.6493838509172212,5175143,rain,n
0.0,5158760,think,v
0.0,5166960,flush,adv
0.0,5191537,stands,v
0.2811210310524952,5183348,do,v
0.0,5199734,feeder,n
0.0,5191560,iron,n
0.0,5150601,page,n
0.49510512897138953,5166986,down,adv
0.0,5142414,kind,n
1.1882523095313346,5093265,just,adv
0.0,5117841,rinse,n
0.0,5191573,letter,n
0.0,5175191,loves,v
0.0,5158808,worm,n
0.0,5183384,book,n
0.16575258665563866,5093275,blow,v
0.47706483018556434,5117852,water,n
0.0,5199773,little,adj
0.0,5109664,guy,n
0.0,5167010,toilet,n
0.0,5175203,thunder,n
0.0,5117861,so,adv
0.0,5150634,housework,n
0.0,5199789,feeder,n
0.34215783724433296,5199797,right,adv
0.0,5191613,iron,n
0.0,5199808,here,adv
-2.664535259100375e-15,5142474,do,v
0.22480449099241473,5109708,get,v
0.0,5175252,thunder,n
0.281121031052498,5126113,think,v
0.0,5117922,very,adv
0.0,5150690,do,v
0.0,5142502,think,v
0.0,5158886,worm,n
0.49510512897138953,5101545,wants,v
0.0,5199849,seeds,n
0.0,5191660,tool,n
0.0,5150701,housework,n
0.0,5117939,clean,adj
0.700393395040507,5093364,place,n
0.40433585532663463,5117951,baby,n
0.0,5109759,soap,n
0.4412607847052852,5183488,find,v
0.281121031052498,5126157,think,v
0.0,5150738,house,n
0.0,5191699,use,v
0.0,5175321,thunder,n
0.0,5158939,knows,v
0.0,5199900,see,v
0.0,5191719,make,v
0.0,5117994,toddler,n
0.0,5134382,about,adv
0.0,5142574,elephant,n
1.732867951399863,5101616,there,adv
0.2742120714303085,5167162,do,v
0.22168220639529757,5109820,get,v
0.0,5093447,there,adv
0.0,5191751,nice,adj
0.0,5134409,barber,n
0.0,5175371,clouds,n
1.0397207708399179,5118032,baby,n
0.693147180559945,5109845,soap,n
0.12968560152411956,5101654,go,v
0.0,5118050,toddler,n
0.0,5175407,sky,n
0.0,5142644,elephant,n
0.0,5183604,player,n
0.1969997250012476,5101688,have,v
0.0,5150840,do,v
0.0,5191802,think,v
0.2811210310524982,5200001,think,v
0.0,5109890,guy,n
0.23829527466721012,5134471,closed,v
0.40433585532663463,5159047,wash,n
0.0,5159057,hands,v
0.0,5150867,housework,n
0.0,5118104,toddler,n
0.0,5101724,soap,n
1.0397207708399179,5118117,baby,n
0.0,5200038,get,v
1.638001844930599,5142708,food,n
0.0,5200052,ready,adj
0.0,5183675,go,v
0.0,5150910,think,v
0.0,5134528,think,v
0.0,5134536,think,v
0.0,5126345,still,adv
0.0,5200074,go,v
0.27421207143030824,5167310,think,v
0.0,5175504,thunder,n
0.0,5142739,in,adv
0.0,5101781,just,adv
0.0,5109983,ready,adj
0.0,5134559,cat,n
0.0,5175525,outside,adv
0.0,5159147,nose,n
0.0,5101804,now,adv
0.2174579389991985,5183723,find,v
0.3736756570366836,5118200,baby,n
0.0,5110013,get,v
0.20110268331211983,5134590,get,v
0.27421207143030824,5167366,do,v
0.0,5183751,goes,v
0.0,5191943,go,v
0.0,5200134,go,v
0.0,5093648,out,adv
0.34027225227488245,5142802,put,v
0.4692073222251937,5159186,do,v
0.0,5110041,out,adv
0.5847300407123263,5200157,town,n
1.638001844930599,5142816,food,n
0.0,5191970,letter,n
0.25745466706512243,5200172,hall,n
0.0,5159220,sink,n
0.0,5183797,take,v
0.0,5118275,baby,n
0.0,5134664,cat,n
0.2811210310524982,5192012,think,v
0.0,5183821,out,adv
0.0,5151054,vacuums,n
0.0,5175652,outside,adv
0.0,5159270,sink,n
0.210140875566931,5134708,get,v
0.0,5101942,soap,n
0.2174579389991985,5183862,find,v
0.0,5200261,late,adj
0.693147180559945,5118342,guy,n
0.0,5183881,page,n
0.6139389018024637,5126538,stop,v
0.0,5159309,think,v
0.0,5151123,vacuums,n
0.0,5200275,already,adv
0.0,5159335,knows,v
0.0,5183917,goes,v
0.0,5142958,think,v
0.12968560152411956,5167541,go,v
0.5941261547656673,5102008,did,v
0.0,5126587,bite,v
0.31506690025452116,5167549,change,v
0.0,5151169,often,adv
0.0,5192132,letter,n
0.1969997250012476,5175750,had,v
0.0,5159368,put,v
0.8935360424566425,5134796,baby,n
0.0,5151183,vacuums,v
0.40433585532663463,5142994,green,n
0.0,5134809,cat,n
0.6238324625039512,5102043,scrub,v
0.0,5143010,elephant,n
0.17915600745546278,5159396,take,v
0.0,5175782,very,adv
0.693147180559945,5118445,guy,n
0.0,5151216,true,adj
0.6493838509172211,5102068,duck,n
0.0,5200373,go,v
0.0,5159414,bath,n
0.0,5167620,table,n
0.0,5126662,mosquitos,n
0.0,5175814,conversation,n
0.0,5110280,need,v
0.0,5184015,book,n
0.3992270454499549,5126679,bite,n
0.40433585532663463,5143063,green,n
0.0,5159451,machine,n
1.0397207708399185,5110300,change,v
0.6493838509172211,5102112,duck,n
0.0,5126693,people,n
0.0,5093931,bubble,n
0.0,5143084,elephant,n
0.0,5175852,morning,n
0.0,5192242,need,v
0.0,5110323,diaper,n
0.0,5159480,take,v
0.1535587600009729,5184058,see,v
0.2188885833347194,5134907,get,v
0.4455946160742501,5110336,now,adv
0.0,5093953,factory,n
0.0,5159500,bath,n
0.7155185902426813,5175893,world,n
0.0,5167713,toilet,n
0.0,5200489,well,adv
0.0,5110383,need,v
0.0,5184112,come,v
0.0,5159535,machine,n
0.0,5143159,boy,n
0.24946749917394567,5102201,did,v
0.49510512897138953,5200510,hope,n
0.0,5118591,duck,n
0.0,5192322,shape,n
0.0,5184132,on,adv
1.0397207708399185,5110408,change,v
0.0,5151369,do,v
0.0,5126806,think,v
0.6238324625039512,5102231,scrub,v
0.6493838509172211,5175961,wondered,v
0.0,5151387,housework,n
0.0,5192349,figure,v
0.0,5167777,toilet,n
0.0,5175973,about,adv
0.0,5184169,here,adv
0.0,5110442,diaper,n
0.0,5192363,out,adv
0.0,5143212,think,v
0.12968560152411956,5200556,go,v
0.0,5126833,know,v
0.0,5102271,duck,n
0.0,5159619,do,v
0.0,5126852,know,v
1.162567552211192,5143245,put,v
0.0,5126862,know,v
0.0,5167822,put,v
0.0,5192403,way,adv
0.7155185902426813,5176021,world,n
0.0,5143254,green,n
0.0,5151446,house,n
0.0,5110489,do,v
0.0,5200606,just,adv
0.0,5135071,think,v
0.20668623632103994,5110503,have,v
0.5545177444479563,5200617,forgot,v
0.47706483018556434,5176059,talked,v
0.0,5192448,match,v
0.0,5110530,diaper,n
0.0,5094147,bubbles,n
0.0,5135110,cat,n
0.693147180559945,5110538,on,adv
0.0,5167884,toilet,n
0.24946749917394823,5184269,think,v
1.162567552211192,5143313,put,v
0.0,5143324,green,n
0.6238324625039512,5102369,scrub,v
0.0,5159714,take,v
0.0,5184291,see,v
0.5847300407123263,5200690,town,n
0.0,5192500,goes,v
0.0,5159734,hat,n
0.20668623632103994,5110583,have,v
0.0,5135164,think,v
0.0,5200701,hall,n
0.693147180559945,5094211,out,adv
0.6795961471815891,5159751,off,adv
0.6931471805599453,5102412,know,v
2.703274004183787,5094221,there,adv
0.0,5110605,diaper,n
0.5847300407123244,5176140,actually,adv
0.31506690025452116,5118808,time,n
0.0,5167961,diaper,n
0.0,5184348,place,n
0.693147180559945,5110621,on,adv
0.0,5143393,think,v
0.47706483018556434,5176163,talked,v
0.0,5135213,cat,n
0.49510512897138936,5118836,say,v
1.1882523095313346,5102455,just,adv
0.0,5167991,toilet,n
1.162567552211192,5143424,put,v
0.0,5159816,get,v
0.0,5184396,goes,v
0.0,5143445,green,n
0.3421578372443329,5176217,day,n
0.30429323450498913,5110685,see,v
0.0,5192605,now,adv
1.3862943611198906,5102499,belly,n
0.0,5192622,want,v
0.0,5118903,good,adj
0.0,5110716,diaper,n
0.0,5168064,come,v
0.0,5151681,lamp,n
0.21745793899919846,5192642,find,v
0.0,5176257,brought,v
0.693147180559945,5110726,on,adv
0.0,5184458,there,adv
0.0,5159892,get,v
0.0,5192666,jelly,n
0.0,5135332,cat,n
0.0,5102569,soap,n
0.0,5176298,morning,n
1.638001844930599,5143538,food,n
0.0,5110778,never,adv
0.0,5168127,flush,adv
0.0,5127170,bite,v
0.1777423659811666,5110793,had,v
0.6238324625039512,5102609,scrub,v
0.0,5151761,lamp,n
0.0,5143573,in,adv
0.0,5135387,think,v
0.49510512897138953,5168166,down,adv
0.0,5119019,guy,n
0.0,5168180,toilet,n
0.0,5151808,cat,n
0.0,5110862,bath,n
0.0,5102673,good,adj
0.0,5127249,bite,v
0.0,4439122,call,n
0.0,5119067,good,adj
0.3119455409799649,5160028,wears,v
0.0,5184606,next,adv
0.5941261547656673,5102692,job,n
0.43499605361658555,5176428,world,n
0.0,5192820,jelly,n
0.0,5151862,cat,n
0.0,5135479,cat,n
0.0,5110904,diaper,n
0.0,5160055,hat,n
0.0,5094529,up,adv
0.0,5184646,picture,n
0.0,4013210,like,v
0.0952144739935232,5102750,get,v
0.0,5119134,guy,n
0.0,5127331,so,adv
0.0,5192875,does,v
0.0,4439213,apple,n
0.0,5102776,on,adv
0.0,5192894,jelly,n
0.0,5110975,diaper,n
0.0,5160127,bath,n
0.26736531152249104,5143760,said,v
0.0,5184725,mallets,n
0.0,5192928,go,v
0.0,5094630,up,adv
0.0,5119208,guy,n
1.3862943611198906,5102825,belly,n
0.6238324625039511,5168362,guess,v
0.0,5127402,bite,v
0.0,5192940,first,adv
0.3119455409799649,5160178,wear,v
0.0,5151988,little,adj
0.3685989635698,5143801,put,v
0.0,5151995,piece,n
0.0,5184764,mallets,n
0.40433585532663463,5168385,find,v
0.0,5143813,sugar,n
0.0,5168393,out,adv
0.43499605361658383,5152025,paper,n
0.0,5143835,powder,n
0.0,5111068,diaper,n
0.0,5135643,clothing,n
0.0,5102892,has,v
0.31506690025452116,5119288,time,n
0.0,5127483,think,v
0.0,5160253,wears,v
0.0,5102913,towel,n
0.0,5102925,here,adv
0.49510512897138936,5119311,say,v
0.0,5160271,apron,n
0.40433585532663463,5143889,green,n
0.0,5184853,stand,n
0.0,5193045,over,adv
0.0,5135709,store,n
1.638001844930599,5143904,food,n
0.0,5168483,need,v
0.2574546670651225,5160296,do,v
0.0,5193065,there,adv
0.0,5127541,bite,n
0.0,5102971,get,v
0.0,5111177,diaper,n
0.693147180559945,5168524,lie,n
0.0,5184914,stands,n
0.0,5127572,happy,adj
0.13887600564499122,5143958,go,v
0.0,5168535,down,adv
0.0,5135769,store,n
0.0,5168548,here,adv
0.693147180559945,5160362,there,adv
0.0,5193130,right,n
1.3862943611198906,5103023,belly,n
0.0,4439478,house,n
0.0,5160378,water,n
0.0,5184958,wolf,n
0.3283328750020791,5168587,get,v
0.0,5160405,there,adv
0.0,5152215,on,adv
0.0,5127640,put,v
0.0,5193180,do,v
0.0,5184996,wolf,n
0.0,5103079,good,adj
0.0,5135862,think,v
0.0,5193206,know,v
0.7066982139383009,5168632,out,adv
0.693147180559945,5160454,pail,n
0.0,5127688,diaper,n
0.47706483018556434,5152265,wet,adj
0.0,5111308,real,adj
0.0,5144077,green,n
0.6638832416637506,5119505,home,n
0.0,5127697,on,adv
0.47706483018556434,5152279,water,n
0.0,5168664,diaper,n
2.092992575058191,5176857,whole,n
0.0,5193240,read,v
0.0,5127708,now,adv
0.0,5135911,store,n
0.0,5144111,green,n
0.0,5103154,towel,n
0.4829354560413084,5176886,place,n
0.6795961471815891,5103161,lotion,n
0.27421207143030857,5193283,did,v
0.0,5152333,through,adv
0.0,5193305,read,v
0.0,5103201,get,v
0.0,5160560,pail,n
0.0,5135985,think,v
0.0,5119606,scrape,n
0.47706483018556434,5152374,water,n
0.0,5193340,word,n
0.1691796088313435,5111421,see,v
0.4455946160742501,5144190,use,v
0.0,5160587,water,n
1.6809664255507428,5144213,eggs,n
0.6795961471815891,5103254,guy,n
1.4165066573842606,5176983,towns,n
0.0,5136028,cat,n
0.0,5144240,do,v
0.6657174315389736,5177018,know,v
0.21745793899919846,5193402,find,v
0.0,5160639,think,v
0.0,5177024,about,adv
0.0,5136072,smoothie,n
0.0,5111502,real,adj
0.0,5144271,think,v
0.0,5119696,scrape,n
0.0,5193430,jelly,n
0.22480449099241473,5103323,get,v
0.0,4439772,honey,n
0.0,5160674,see,v
0.0,5168866,read,v
0.0,5185254,wolf,n
0.6795961471815891,5103348,guy,n
0.0,5152504,think,v
0.43499605361658555,5177080,world,n
0.0,5193471,jelly,n
0.0,5111555,invisible,adj
0.0,5152536,think,v
0.0,5168920,story,n
0.0,5185325,wolf,n
0.0,5119793,scrape,n
0.0,5144373,about,adv
0.0,5144388,flour,n
0.0,5185362,way,n
0.0,5152601,machine,n
0.0,5193562,jelly,n
2.109653837944206,5136220,fountain,n
0.34215783724433296,5193570,right,adv
0.0,5193581,there,adv
0.10927996089909023,5103472,get,v
0.0,5119868,scrape,n
0.0,5185413,find,v
0.0,5103499,bottom,n
0.0,5185434,wolf,n
0.0,5160859,there,adv
0.0,5193636,put,v
1.4165066573842606,5177253,towns,n
0.5847300407123246,5103538,up,adv
0.0,5128114,diaper,n
0.0,5177268,do,v
0.0,5144501,about,adv
0.7066982139383009,5193654,jelly,n
0.0,5160893,think,v
0.0,5144509,butter,n
0.0,5169087,story,n
0.3150669002545212,5177285,know,v
0.23751975824990376,5128135,go,v
0.47706483018556434,5152717,water,n
0.0,5177295,about,adv
0.0,5095376,friends,n
0.46351379680720745,5119954,just,adv
-2.6645352591003757e-15,5193687,goes,v
0.0,5136345,think,v
0.0,5111771,swim,n
0.0,5152742,soap,n
0.0,5103592,bottom,n
0.0,5128179,here,adv
